plant_name,insect_name,interaction_type,source_db,n_obs,geo,year_range
Amazilia tobaci,Marcgravia sp1,pollination,WebOfLife,1,,
Phaethornis guy,Marcgravia sp1,pollination,WebOfLife,1,,
Amazilia brevirostris,Pachystachys coccinea,pollination,WebOfLife,1,,
Amazilia tobaci,Pachystachys coccinea,pollination,WebOfLife,1,,
Anthracothorax nigricollis,Pachystachys coccinea,pollination,WebOfLife,1,,
Glaucis hirsutus,Pachystachys coccinea,pollination,WebOfLife,1,,
Phaethornis guy,Pachystachys coccinea,pollination,WebOfLife,1,,
Phaethornis longuemareus,Pachystachys coccinea,pollination,WebOfLife,1,,
Chrysolampis mosquitus,Abarema jupunba,pollination,WebOfLife,1,,
Amazilia brevirostris,Abarema jupunba,pollination,WebOfLife,1,,
Chlorestes notata,Abarema jupunba,pollination,WebOfLife,1,,
Phaethornis guy,Psychotria mapourioides,pollination,WebOfLife,1,,
Phaethornis longuemareus,Psychotria mapourioides,pollination,WebOfLife,1,,
Chlorestes notata,Psychotria muscosa,pollination,WebOfLife,1,,
Glaucis hirsutus,Psychotria muscosa,pollination,WebOfLife,1,,
Phaethornis guy,Psychotria muscosa,pollination,WebOfLife,1,,
Phaethornis longuemareus,Psychotria muscosa,pollination,WebOfLife,1,,
Amazilia brevirostris,Psychotria sp1,pollination,WebOfLife,1,,
Amazilia tobaci,Psychotria sp1,pollination,WebOfLife,1,,
Chlorestes notata,Psychotria sp1,pollination,WebOfLife,1,,
Phaethornis longuemareus,Psychotria sp1,pollination,WebOfLife,1,,
Phaethornis guy,Renealmia sp1,pollination,WebOfLife,1,,
Phaethornis longuemareus,Renealmia sp1,pollination,WebOfLife,1,,
Chrysolampis mosquitus,Tabebuia stenocalyx,pollination,WebOfLife,1,,
Phaethornis longuemareus,Tabebuia stenocalyx,pollination,WebOfLife,1,,
Chlorestes notata,Tabernaemontana cymosa,pollination,WebOfLife,1,,
Phaethornis guy,Tabernaemontana cymosa,pollination,WebOfLife,1,,
Phaethornis longuemareus,Tabernaemontana cymosa,pollination,WebOfLife,1,,
Phaethornis guy,Tillandsia utriculata,pollination,WebOfLife,1,,
Phaethornis longuemareus,Tillandsia utriculata,pollination,WebOfLife,1,,
Phaethornis longuemareus,Vriesea procera,pollination,WebOfLife,1,,
Aglaiocercus coelestis,Bomarea pardina,pollination,WebOfLife,1,,
Phaethornis yaruqui,Cavendishia tarapotana,pollination,WebOfLife,1,,
Phaethornis striigularis,Columnea ciliata,pollination,WebOfLife,1,,
Phaethornis yaruqui,Columnea ciliata,pollination,WebOfLife,1,,
Florisuga mellivora,Palicourea demissa,pollination,WebOfLife,1,,
Amazilia franciae,Palicourea demissa,pollination,WebOfLife,1,,
Phaethornis syrmatophorus,Palicourea demissa,pollination,WebOfLife,1,,
Thalurania colombica,Palicourea demissa,pollination,WebOfLife,1,,
Phaethornis striigularis,Palicourea demissa,pollination,WebOfLife,1,,
Phaethornis yaruqui,Palicourea demissa,pollination,WebOfLife,1,,
Thalurania colombica,Pitcairnia nigra,pollination,WebOfLife,1,,
Heliodoxa jacula,Pitcairnia nigra,pollination,WebOfLife,1,,
Phaethornis syrmatophorus,Psammisia aberrans,pollination,WebOfLife,1,,
Coeligena torquata,Psammisia aberrans,pollination,WebOfLife,1,,
Phaethornis yaruqui,Psammisia aberrans,pollination,WebOfLife,1,,
Phaethornis syrmatophorus,Psammisia ulbrichiana,pollination,WebOfLife,1,,
Phaethornis yaruqui,Psammisia ulbrichiana,pollination,WebOfLife,1,,
Thalurania colombica,Renealmia sessilifolia,pollination,WebOfLife,1,,
Urosticte benjamini,Renealmia sessilifolia,pollination,WebOfLife,1,,
Phaethornis striigularis,Renealmia sessilifolia,pollination,WebOfLife,1,,
Phaethornis yaruqui,Renealmia sessilifolia,pollination,WebOfLife,1,,
Thalurania colombica,Centropogon solanifolius,pollination,WebOfLife,1,,
Schistes albogularis,Centropogon solanifolius,pollination,WebOfLife,1,,
Phaethornis yaruqui,Centropogon solanifolius,pollination,WebOfLife,1,,
Phaethornis striigularis,Columnea mastersonii,pollination,WebOfLife,1,,
Phaethornis yaruqui,Columnea mastersonii,pollination,WebOfLife,1,,
Phaethornis striigularis,Columnea picta,pollination,WebOfLife,1,,
Phaethornis yaruqui,Columnea picta,pollination,WebOfLife,1,,
Phaethornis striigularis,Drymonia tenuis,pollination,WebOfLife,1,,
Phaethornis syrmatophorus,Drymonia teuscheri,pollination,WebOfLife,1,,
Phaethornis striigularis,Drymonia teuscheri,pollination,WebOfLife,1,,
Phaethornis yaruqui,Drymonia teuscheri,pollination,WebOfLife,1,,
Ocreatus underwoodii,Erythrina megistophylla,pollination,WebOfLife,1,,
Phaethornis striigularis,Erythrina megistophylla,pollination,WebOfLife,1,,
Ocreatus underwoodii,Gasteranthus quitensis,pollination,WebOfLife,1,,
Thalurania colombica,Gasteranthus quitensis,pollination,WebOfLife,1,,
Urosticte benjamini,Gasteranthus quitensis,pollination,WebOfLife,1,,
Phaethornis striigularis,Gasteranthus quitensis,pollination,WebOfLife,1,,
Urosticte benjamini,Guzmania amplectens,pollination,WebOfLife,1,,
Phaethornis yaruqui,Guzmania amplectens,pollination,WebOfLife,1,,
Urosticte benjamini,Heliconia impudica,pollination,WebOfLife,1,,
Phaethornis striigularis,Heliconia impudica,pollination,WebOfLife,1,,
Phaethornis yaruqui,Heliconia impudica,pollination,WebOfLife,1,,
Heliodoxa jacula,Palicourea acetosoides,pollination,WebOfLife,1,,
Amazilia franciae,Heliconia griggsiana,pollination,WebOfLife,1,,
Coeligena wilsoni,Heliconia griggsiana,pollination,WebOfLife,1,,
Heliodoxa jacula,Heliconia griggsiana,pollination,WebOfLife,1,,
Phaethornis striigularis,Heliconia griggsiana,pollination,WebOfLife,1,,
Schistes albogularis,Heliconia griggsiana,pollination,WebOfLife,1,,
Phaethornis yaruqui,Heliconia griggsiana,pollination,WebOfLife,1,,
Aglaiocercus coelestis,Glossoloma purpureum,pollination,WebOfLife,1,,
Phaethornis syrmatophorus,Glossoloma purpureum,pollination,WebOfLife,1,,
Phaethornis striigularis,Glossoloma purpureum,pollination,WebOfLife,1,,
Phaethornis yaruqui,Glossoloma purpureum,pollination,WebOfLife,1,,
Schistes albogularis,Guzmania fuscispica,pollination,WebOfLife,1,,
Phaethornis syrmatophorus,Heliconia virginalis,pollination,WebOfLife,1,,
Thalurania colombica,Heliconia virginalis,pollination,WebOfLife,1,,
Phaethornis striigularis,Heliconia virginalis,pollination,WebOfLife,1,,
Schistes albogularis,Heliconia virginalis,pollination,WebOfLife,1,,
Phaethornis yaruqui,Heliconia virginalis,pollination,WebOfLife,1,,
Amazilia tzacatl,Justicia secunda,pollination,WebOfLife,1,,
Phaethornis striigularis,Justicia secunda,pollination,WebOfLife,1,,
Phaethornis striigularis,Salvia quitensis,pollination,WebOfLife,1,,
Coeligena wilsoni,Stromanthe stromanthoides,pollination,WebOfLife,1,,
Ocreatus underwoodii,Stromanthe stromanthoides,pollination,WebOfLife,1,,
Phaethornis syrmatophorus,Stromanthe stromanthoides,pollination,WebOfLife,1,,
Thalurania colombica,Stromanthe stromanthoides,pollination,WebOfLife,1,,
Phaethornis striigularis,Stromanthe stromanthoides,pollination,WebOfLife,1,,
Phaethornis yaruqui,Stromanthe stromanthoides,pollination,WebOfLife,1,,
Phaethornis ruber,Palicourea crocea,pollination,WebOfLife,1,,
Amazilia fimbriata,Palicourea crocea,pollination,WebOfLife,2,,
Thalurania furcata,Palicourea crocea,pollination,WebOfLife,1,,
Phaethornis superciliosus,Palicourea crocea,pollination,WebOfLife,1,,
Campylopterus largipennis,Palicourea crocea,pollination,WebOfLife,1,,
Chlorostilbon mellisugus,Palicourea crocea,pollination,WebOfLife,1,,
Chrysuronia oenone,Palicourea crocea,pollination,WebOfLife,1,,
Glaucis hirsutus,Aechmea contracta,pollination,WebOfLife,1,,
Phaethornis superciliosus,Aechmea contracta,pollination,WebOfLife,1,,
Phaethornis hispidus,Aechmea contracta,pollination,WebOfLife,1,,
Campylopterus largipennis,Aechmea contracta,pollination,WebOfLife,1,,
Phaethornis bourcieri,Costus spiralis,pollination,WebOfLife,1,,
Phaethornis superciliosus,Costus spiralis,pollination,WebOfLife,1,,
Amazilia fimbriata,Gurania lobata,pollination,WebOfLife,1,,
Glaucis hirsutus,Gurania lobata,pollination,WebOfLife,1,,
Phaethornis hispidus,Gurania lobata,pollination,WebOfLife,1,,
Chlorostilbon mellisugus,Gurania lobata,pollination,WebOfLife,1,,
Chrysuronia oenone,Gurania lobata,pollination,WebOfLife,1,,
Threnetes leucurus,Calathea capitata,pollination,WebOfLife,1,,
Phaethornis hispidus,Calathea capitata,pollination,WebOfLife,1,,
Thalurania furcata,Combretum llewelynii,pollination,WebOfLife,1,,
Florisuga mellivora,Combretum llewelynii,pollination,WebOfLife,1,,
Phaethornis ruber,Cuphea melvilla,pollination,WebOfLife,1,,
Amazilia fimbriata,Cuphea melvilla,pollination,WebOfLife,2,,
Glaucis hirsutus,Cuphea melvilla,pollination,WebOfLife,1,,
Phaethornis bourcieri,Gurania rhizantha,pollination,WebOfLife,1,,
Thalurania furcata,Gurania rhizantha,pollination,WebOfLife,1,,
Glaucis hirsutus,Gurania rhizantha,pollination,WebOfLife,1,,
Phaethornis superciliosus,Gurania rhizantha,pollination,WebOfLife,1,,
Phaethornis superciliosus,Heliconia juruana,pollination,WebOfLife,1,,
Phaethornis superciliosus,Heliconia schumanniana,pollination,WebOfLife,1,,
Glaucis hirsutus,Heliconia stricta,pollination,WebOfLife,1,,
Threnetes leucurus,Heliconia stricta,pollination,WebOfLife,1,,
Phaethornis superciliosus,Heliconia stricta,pollination,WebOfLife,1,,
Phaethornis hispidus,Heliconia stricta,pollination,WebOfLife,1,,
Chrysuronia oenone,Inga leiocalycina,pollination,WebOfLife,1,,
Thalurania furcata,Palicourea lasiantha,pollination,WebOfLife,1,,
Glaucis hirsutus,Palicourea lasiantha,pollination,WebOfLife,1,,
Phaethornis superciliosus,Palicourea lasiantha,pollination,WebOfLife,1,,
Phaethornis bourcieri,Palicourea sp2,pollination,WebOfLife,1,,
Amazilia fimbriata,Palicourea fastigiata,pollination,WebOfLife,1,,
Glaucis hirsutus,Palicourea fastigiata,pollination,WebOfLife,1,,
Glaucis hirsutus,Passiflora involucrata,pollination,WebOfLife,1,,
Phaethornis superciliosus,Passiflora involucrata,pollination,WebOfLife,1,,
Amazilia fimbriata,Psittacanthus cucullaris,pollination,WebOfLife,1,,
Chrysuronia oenone,Psittacanthus cucullaris,pollination,WebOfLife,1,,
Thalurania furcata,Quararibea lasiocalyx,pollination,WebOfLife,1,,
Heliodoxa aurescens,Quararibea lasiocalyx,pollination,WebOfLife,1,,
Glaucis hirsutus,Sanchezia munita,pollination,WebOfLife,1,,
Threnetes leucurus,Sanchezia munita,pollination,WebOfLife,1,,
Phaethornis superciliosus,Sanchezia munita,pollination,WebOfLife,1,,
Phaethornis hispidus,Sanchezia munita,pollination,WebOfLife,1,,
Amazilia fimbriata,Sanchezia putumayensis,pollination,WebOfLife,1,,
Phaethornis superciliosus,Sanchezia putumayensis,pollination,WebOfLife,1,,
Phaethornis hispidus,Sanchezia putumayensis,pollination,WebOfLife,1,,
Glaucis hirsutus,Aechmea williamsii,pollination,WebOfLife,1,,
Phaethornis superciliosus,Aechmea williamsii,pollination,WebOfLife,1,,
Chrysuronia oenone,Aechmea williamsii,pollination,WebOfLife,1,,
Amazilia fimbriata,Syzygium malaccense,pollination,WebOfLife,1,,
Florisuga mellivora,Syzygium malaccense,pollination,WebOfLife,1,,
Anthracothorax nigricollis,Syzygium malaccense,pollination,WebOfLife,1,,
Chlorestes notata,Syzygium malaccense,pollination,WebOfLife,1,,
Chrysuronia oenone,Syzygium malaccense,pollination,WebOfLife,1,,
Thalurania furcata,Tachigali paniculata,pollination,WebOfLife,1,,
Phaethornis bourcieri,Gesneriaceae sp4,pollination,WebOfLife,1,,
Ramphodon naevius,Aechmea distichantha,pollination,WebOfLife,3,,
Phaethornis ruber,Centropogon cornutus,pollination,WebOfLife,1,,
Ramphodon naevius,Centropogon cornutus,pollination,WebOfLife,2,,
Ramphodon naevius,Erythrina speciosa,pollination,WebOfLife,3,,
Ramphodon naevius,Nematanthus fluminensis,pollination,WebOfLife,3,,
Ramphodon naevius,Nematanthus fritschii,pollination,WebOfLife,1,,
Ramphodon naevius,Nidularium innocentii,pollination,WebOfLife,3,,
Ramphodon naevius,Nidularium procerum,pollination,WebOfLife,2,,
Phaethornis ruber,Tillandsia geminiflora,pollination,WebOfLife,1,,
Phaethornis ruber,Tillandsia gardneri,pollination,WebOfLife,1,,
Phaethornis ruber,Heliconia farinosa,pollination,WebOfLife,1,,
Amazilia fimbriata,Heliconia farinosa,pollination,WebOfLife,1,,
Ramphodon naevius,Heliconia farinosa,pollination,WebOfLife,2,,
Ramphodon naevius,Billbergia pyramidalis,pollination,WebOfLife,3,,
Ramphodon naevius,Costus spiralis,pollination,WebOfLife,3,,
Amazilia fimbriata,Vriesea procera,pollination,WebOfLife,4,,
Thalurania glaucopis,Mendoncia coccinea,pollination,WebOfLife,2,,
Phaethornis ruber,Mendoncia coccinea,pollination,WebOfLife,1,,
Hylocharis cyanus,Psittacanthus dichrous,pollination,WebOfLife,1,,
Ramphodon naevius,Aechmea pectinata,pollination,WebOfLife,3,,
Ramphodon naevius,Heliconia angusta,pollination,WebOfLife,3,,
Phaethornis ruber,Heliconia spathocircinata,pollination,WebOfLife,1,,
Ramphodon naevius,Heliconia spathocircinata,pollination,WebOfLife,2,,
Ramphodon naevius,Nidularium seidelii,pollination,WebOfLife,3,,
Thalurania glaucopis,Psychotria nuda,pollination,WebOfLife,4,,
Phaethornis ruber,Psychotria nuda,pollination,WebOfLife,3,,
Ramphodon naevius,Psychotria nuda,pollination,WebOfLife,4,,
Thalurania glaucopis,Schwartzia brasiliensis,pollination,WebOfLife,4,,
Florisuga fusca,Schwartzia brasiliensis,pollination,WebOfLife,4,,
Lophornis chalybeus,Schwartzia brasiliensis,pollination,WebOfLife,1,,
Eupetomena macroura,Schwartzia brasiliensis,pollination,WebOfLife,2,,
Amazilia fimbriata,Schwartzia brasiliensis,pollination,WebOfLife,3,,
Anthracothorax nigricollis,Schwartzia brasiliensis,pollination,WebOfLife,2,,
Hylocharis cyanus,Schwartzia brasiliensis,pollination,WebOfLife,2,,
Aphantochroa cirrochloris,Schwartzia brasiliensis,pollination,WebOfLife,1,,
Ramphodon naevius,Vriesea ensiformis,pollination,WebOfLife,4,,
Phaethornis eurynome,Vriesea rodigasiana,pollination,WebOfLife,1,,
Thalurania glaucopis,Vriesea rodigasiana,pollination,WebOfLife,2,,
Phaethornis ruber,Vriesea rodigasiana,pollination,WebOfLife,1,,
Ramphodon naevius,Neoregelia johannis,pollination,WebOfLife,1,,
Thalurania glaucopis,Quesnelia arvensis,pollination,WebOfLife,1,,
Ramphodon naevius,Quesnelia arvensis,pollination,WebOfLife,1,,
Ramphodon naevius,Quesnelia humilis,pollination,WebOfLife,1,,
Thalurania glaucopis,Quesnelia marmorata,pollination,WebOfLife,1,,
Amazilia fimbriata,Quesnelia marmorata,pollination,WebOfLife,1,,
Ramphodon naevius,Quesnelia marmorata,pollination,WebOfLife,1,,
Hylocharis cyanus,Quesnelia marmorata,pollination,WebOfLife,1,,
Thalurania glaucopis,Vriesea flammea,pollination,WebOfLife,1,,
Florisuga fusca,Vriesea flammea,pollination,WebOfLife,1,,
Ramphodon naevius,Vriesea flammea,pollination,WebOfLife,1,,
Ramphodon naevius,Vriesea philippocoburgii,pollination,WebOfLife,2,,
Ramphodon naevius,Vriesea scalaris,pollination,WebOfLife,1,,
Lophornis chalybeus,Buddleja brasiliensis,pollination,WebOfLife,1,,
Ramphodon naevius,Dahlstedtia pinnata,pollination,WebOfLife,4,,
Thalurania glaucopis,Nematanthus fissus,pollination,WebOfLife,2,,
Phaethornis ruber,Nematanthus fissus,pollination,WebOfLife,2,,
Phaethornis eurynome,Manettia gracilis,pollination,WebOfLife,1,,
Thalurania glaucopis,Psychotria nemorosa,pollination,WebOfLife,1,,
Phaethornis ruber,Psychotria nemorosa,pollination,WebOfLife,1,,
Ramphodon naevius,Canistrum terminalis,pollination,WebOfLife,1,,
Phaethornis ruber,Aechmea distichantha,pollination,WebOfLife,2,,
Amazilia fimbriata,Aechmea distichantha,pollination,WebOfLife,2,,
Amazilia fimbriata,Centropogon cornutus,pollination,WebOfLife,2,,
Amazilia fimbriata,Erythrina speciosa,pollination,WebOfLife,2,,
Glaucis hirsutus,Erythrina speciosa,pollination,WebOfLife,1,,
Hylocharis cyanus,Erythrina speciosa,pollination,WebOfLife,1,,
Thalurania glaucopis,Mutisia speciosa,pollination,WebOfLife,2,,
Florisuga fusca,Mutisia speciosa,pollination,WebOfLife,1,,
Amazilia fimbriata,Mutisia speciosa,pollination,WebOfLife,2,,
Lophornis chalybeus,Billbergia pyramidalis,pollination,WebOfLife,1,,
Amazilia brevirostris,Vriesea procera,pollination,WebOfLife,1,,
Thalurania glaucopis,Psittacanthus dichrous,pollination,WebOfLife,3,,
Florisuga fusca,Psittacanthus dichrous,pollination,WebOfLife,2,,
Eupetomena macroura,Psittacanthus dichrous,pollination,WebOfLife,1,,
Amazilia fimbriata,Psittacanthus dichrous,pollination,WebOfLife,2,,
Florisuga fusca,Abarema brachystachya,pollination,WebOfLife,1,,
Thalurania glaucopis,Aechmea pectinata,pollination,WebOfLife,3,,
Amazilia fimbriata,Aechmea pectinata,pollination,WebOfLife,2,,
Leucochloris albicollis,Cordia multispicata,pollination,WebOfLife,1,,
Amazilia fimbriata,Cordia multispicata,pollination,WebOfLife,1,,
Hylocharis cyanus,Cordia multispicata,pollination,WebOfLife,1,,
Amazilia brevirostris,Couepia schottii,pollination,WebOfLife,1,,
Thalurania glaucopis,Dombeya wallichii,pollination,WebOfLife,1,,
Thalurania glaucopis,Eriotheca pentaphylla,pollination,WebOfLife,2,,
Amazilia fimbriata,Eriotheca pentaphylla,pollination,WebOfLife,2,,
Thalurania glaucopis,Heliconia spathocircinata,pollination,WebOfLife,2,,
Amazilia brevirostris,Heliconia spathocircinata,pollination,WebOfLife,1,,
Anthracothorax nigricollis,Jacaranda puberula,pollination,WebOfLife,1,,
Thalurania glaucopis,Jacquemontia sphaerostigma,pollination,WebOfLife,1,,
Amazilia fimbriata,Jacquemontia sphaerostigma,pollination,WebOfLife,1,,
Leucochloris albicollis,Lantana nivea,pollination,WebOfLife,1,,
Hylocharis cyanus,Lantana nivea,pollination,WebOfLife,1,,
Amazilia fimbriata,Lundia cordata,pollination,WebOfLife,1,,
Phaethornis ruber,Maranta furcata,pollination,WebOfLife,1,,
Thalurania glaucopis,Marcgravia myriostigma,pollination,WebOfLife,1,,
Ramphodon naevius,Marcgravia myriostigma,pollination,WebOfLife,1,,
Thalurania glaucopis,Nidularium seidelii,pollination,WebOfLife,2,,
Thalurania glaucopis,Sabicea grisea,pollination,WebOfLife,2,,
Phaethornis ruber,Sabicea grisea,pollination,WebOfLife,3,,
Amazilia brevirostris,Sabicea grisea,pollination,WebOfLife,1,,
Hylocharis cyanus,Sabicea grisea,pollination,WebOfLife,1,,
Amazilia brevirostris,Schwartzia brasiliensis,pollination,WebOfLife,1,,
Ramphodon naevius,Tabebuia cassinoides,pollination,WebOfLife,1,,
Florisuga fusca,Albizia pedicellaris,pollination,WebOfLife,1,,
Hylocharis cyanus,Albizia pedicellaris,pollination,WebOfLife,1,,
Thalurania glaucopis,Vriesea ensiformis,pollination,WebOfLife,1,,
Amazilia fimbriata,Vriesea rodigasiana,pollination,WebOfLife,2,,
Anthracothorax nigricollis,Arrabidaea sp1,pollination,WebOfLife,1,,
Hylocharis cyanus,Stachytarpheta sp1,pollination,WebOfLife,1,,
Chlorostilbon lucidus,Declieuxia fruticosa,pollination,WebOfLife,1,,
Chlorostilbon lucidus,Gaylussacia brasiliensis,pollination,WebOfLife,1,,
Augastes scutatus,Gaylussacia brasiliensis,pollination,WebOfLife,2,,
Phaethornis pretrei,Aechmea bromeliifolia,pollination,WebOfLife,1,,
Chlorostilbon lucidus,Aechmea bromeliifolia,pollination,WebOfLife,1,,
Augastes scutatus,Aechmea bromeliifolia,pollination,WebOfLife,1,,
Eupetomena macroura,Aechmea phanerophlebia,pollination,WebOfLife,1,,
Phaethornis pretrei,Aechmea phanerophlebia,pollination,WebOfLife,1,,
Thalurania furcata,Aechmea phanerophlebia,pollination,WebOfLife,1,,
Augastes scutatus,Aechmea phanerophlebia,pollination,WebOfLife,1,,
Phaethornis pretrei,Agalinis angustifolia,pollination,WebOfLife,2,,
Colibri serrirostris,Agalinis angustifolia,pollination,WebOfLife,1,,
Augastes scutatus,Lychnophora sp1,pollination,WebOfLife,1,,
Augastes scutatus,Waltheria sp1,pollination,WebOfLife,1,,
Augastes scutatus,Eremanthus bicolor,pollination,WebOfLife,1,,
Chlorostilbon lucidus,Lepidaploa lilacina,pollination,WebOfLife,1,,
Augastes scutatus,Lepidaploa lilacina,pollination,WebOfLife,1,,
Augastes scutatus,Proteopsis argentea,pollination,WebOfLife,1,,
Augastes scutatus,Lepidaploa rufogrisea,pollination,WebOfLife,1,,
Phaethornis pretrei,Barbacenia flava,pollination,WebOfLife,1,,
Phaethornis pretrei,Barbacenia gardneri,pollination,WebOfLife,1,,
Phaethornis pretrei,Barbacenia longiflora,pollination,WebOfLife,1,,
Eupetomena macroura,Caamembeca oleifolia,pollination,WebOfLife,1,,
Phaethornis pretrei,Calolisianthus pulcherrimus,pollination,WebOfLife,1,,
Eupetomena macroura,Lepidaploa sp2,pollination,WebOfLife,1,,
Chlorostilbon lucidus,Lepidaploa sp2,pollination,WebOfLife,1,,
Augastes scutatus,Lepidaploa sp2,pollination,WebOfLife,1,,
Augastes scutatus,Minasia scapigera,pollination,WebOfLife,1,,
Augastes scutatus,Mikania sp1,pollination,WebOfLife,1,,
Phaethornis pretrei,Cipocereus minensis,pollination,WebOfLife,1,,
Augastes scutatus,Cuphea disperma,pollination,WebOfLife,1,,
Augastes scutatus,Cuphea diosmifolia,pollination,WebOfLife,1,,
Augastes scutatus,Cuphea ericoides,pollination,WebOfLife,2,,
Augastes scutatus,Encholirium subsecundum,pollination,WebOfLife,2,,
Phaethornis pretrei,Esterhazya nanuzae,pollination,WebOfLife,1,,
Augastes scutatus,Esterhazya nanuzae,pollination,WebOfLife,1,,
Augastes scutatus,Gaylussacia virgata,pollination,WebOfLife,1,,
Augastes scutatus,Hyptis passerina,pollination,WebOfLife,1,,
Phaethornis pretrei,Periandra mediterranea,pollination,WebOfLife,1,,
Calliphlox amethystina,Lychnophora pohlii,pollination,WebOfLife,1,,
Augastes scutatus,Lychnophora pohlii,pollination,WebOfLife,1,,
Colibri serrirostris,Lychnophora pohlii,pollination,WebOfLife,1,,
Augastes scutatus,Lychnophora tomentosa,pollination,WebOfLife,1,,
Eupetomena macroura,Mandevilla pycnantha,pollination,WebOfLife,1,,
Phaethornis pretrei,Mandevilla pycnantha,pollination,WebOfLife,1,,
Thalurania furcata,Mandevilla pycnantha,pollination,WebOfLife,1,,
Campylopterus largipennis,Mandevilla pycnantha,pollination,WebOfLife,1,,
Colibri serrirostris,Mandevilla pycnantha,pollination,WebOfLife,1,,
Augastes scutatus,Aspilia foliosa,pollination,WebOfLife,1,,
Augastes scutatus,Mimosa aurivillus,pollination,WebOfLife,1,,
Phaethornis pretrei,Paliavana sericiflora,pollination,WebOfLife,2,,
Campylopterus largipennis,Paliavana sericiflora,pollination,WebOfLife,2,,
Augastes scutatus,Paliavana sericiflora,pollination,WebOfLife,1,,
Augastes scutatus,Palicourea marcgravii,pollination,WebOfLife,1,,
Augastes scutatus,Pavonia schwackei,pollination,WebOfLife,1,,
Augastes scutatus,Physocalyx major,pollination,WebOfLife,1,,
Augastes scutatus,Piptolepis imbricata,pollination,WebOfLife,1,,
Augastes scutatus,Psyllocarpus laricoides,pollination,WebOfLife,1,,
Augastes scutatus,Lippia sp2,pollination,WebOfLife,1,,
Calliphlox amethystina,Oocephalus sp1,pollination,WebOfLife,1,,
Chlorostilbon lucidus,Oocephalus sp1,pollination,WebOfLife,1,,
Anthracothorax nigricollis,Oocephalus sp1,pollination,WebOfLife,1,,
Colibri serrirostris,Oocephalus sp1,pollination,WebOfLife,1,,
Augastes scutatus,Psylocarpus sp1,pollination,WebOfLife,1,,
Eupetomena macroura,Schwartzia adamantium,pollination,WebOfLife,1,,
Thalurania furcata,Schwartzia adamantium,pollination,WebOfLife,1,,
Campylopterus largipennis,Schwartzia adamantium,pollination,WebOfLife,1,,
Augastes scutatus,Schwartzia adamantium,pollination,WebOfLife,1,,
Eupetomena macroura,Stachytarpheta sp2,pollination,WebOfLife,1,,
Phaethornis pretrei,Stachytarpheta sp2,pollination,WebOfLife,1,,
Thalurania furcata,Stachytarpheta sp2,pollination,WebOfLife,1,,
Augastes scutatus,Stachytarpheta sp2,pollination,WebOfLife,1,,
Colibri serrirostris,Stachytarpheta sp2,pollination,WebOfLife,1,,
Augastes scutatus,Lippia sp3,pollination,WebOfLife,1,,
Campylopterus largipennis,Vellozia hirsuta,pollination,WebOfLife,1,,
Calliphlox amethystina,Oocephalus sp2,pollination,WebOfLife,1,,
Anthracothorax nigricollis,Oocephalus sp2,pollination,WebOfLife,1,,
Colibri serrirostris,Oocephalus sp2,pollination,WebOfLife,1,,
Chlorostilbon lucidus,Ruellia densa,pollination,WebOfLife,1,,
Augastes scutatus,Ruellia densa,pollination,WebOfLife,1,,
Eupetomena macroura,Vochysia discolor,pollination,WebOfLife,1,,
Phaethornis pretrei,Vochysia discolor,pollination,WebOfLife,1,,
Calliphlox amethystina,Vochysia discolor,pollination,WebOfLife,1,,
Thalurania furcata,Vochysia discolor,pollination,WebOfLife,1,,
Anthracothorax nigricollis,Vochysia discolor,pollination,WebOfLife,1,,
Campylopterus largipennis,Vochysia discolor,pollination,WebOfLife,1,,
Augastes scutatus,Vochysia discolor,pollination,WebOfLife,1,,
Colibri serrirostris,Vochysia discolor,pollination,WebOfLife,1,,
Leucochloris albicollis,Fuchsia regia,pollination,WebOfLife,1,,
Ramphodon naevius,Fuchsia regia,pollination,WebOfLife,1,,
Amazilia versicolor,Nematanthus gregarius,pollination,WebOfLife,1,,
Ramphodon naevius,Spirotheca rivieri,pollination,WebOfLife,1,,
Anthracothorax nigricollis,Spirotheca rivieri,pollination,WebOfLife,1,,
Ramphodon naevius,Canistrum fragrans,pollination,WebOfLife,1,,
Phaethornis squalidus,Mendoncia coccinea,pollination,WebOfLife,1,,
Florisuga fusca,Aechmea pectinata,pollination,WebOfLife,2,,
Ramphodon naevius,Schwartzia brasiliensis,pollination,WebOfLife,1,,
Ramphodon naevius,Vriesea rodigasiana,pollination,WebOfLife,2,,
Thalurania glaucopis,Vriesea philippocoburgii,pollination,WebOfLife,1,,
Phaethornis squalidus,Vriesea philippocoburgii,pollination,WebOfLife,1,,
Anthracothorax nigricollis,Vriesea philippocoburgii,pollination,WebOfLife,1,,
Thalurania glaucopis,Dahlstedtia pinnata,pollination,WebOfLife,2,,
Phaethornis squalidus,Dahlstedtia pinnata,pollination,WebOfLife,2,,
Thalurania glaucopis,Aechmea coelestis,pollination,WebOfLife,1,,
Phaethornis squalidus,Aechmea coelestis,pollination,WebOfLife,1,,
Ramphodon naevius,Aechmea coelestis,pollination,WebOfLife,2,,
Phaethornis squalidus,Aechmea ornata,pollination,WebOfLife,1,,
Thalurania glaucopis,Apocynaceae sp1,pollination,WebOfLife,1,,
Phaethornis squalidus,Apocynaceae sp1,pollination,WebOfLife,1,,
Amazilia versicolor,Calathea communis,pollination,WebOfLife,1,,
Ramphodon naevius,Calathea communis,pollination,WebOfLife,1,,
